爱不爱	aba
抱璞泣血	bpqx
鞭辟入里	bprl
奔跑速度	bpsd
鞭擗向里	bpxl
薄批细抹	bpxm
百辟腰饰	bpys
兵疲意阻	bpyz
不平之鸣	bpzm
不平则鸣	bpzm
不辟子卯	bpzm
不欺暗室	bqas
半青半黄	bqbh
不乾不净	bqbj
不屈不挠	bqbn
不情不绪	bqbx
半晴半阴	bqby
拔群出萃	bqcc
拔群出类	bqcl
不弃草昧	bqcm
百巧成穷	bqcq
标情夺趣	bqdq
补阙灯檠	bqdq
避强打弱	bqdr
博洽多闻	bqdw
不勤而获	bqeh
不期而会	bqeh
不期而集	bqej
不擒二毛	bqem
不期而然	bqer
不期而同	bqet
不期而遇	bqey
鼻青额肿	bqez
扁鹊复生	bqfs
百犬吠声	bqfs
不弃故剑	bqgj
补阙挂漏	bqgl
白朐过隙	bqgx
薄情寡义	bqgy
暴取豪夺	bqhd
抱椠怀铅	bqhq
抱屈含冤	bqhy
布裙荆钗	bqjc
避强击惰	bqjd
跋前踕后	bqjh
避强击弱	bqjr
不屈精神	bqjs
兵强将勇	bqjy
表情见意	bqjy
比权量力	bqll
敝裘羸马	bqlm
屏气敛息	bqlx
屏气累息	bqlx
本轻利重	bqlz
鼻青脸肿	bqlz
背前面后	bqmh
兵强马壮	bqmz
屏气凝神	bqns
并驱齐驾	bqqj
百巧千穷	bqqq
白帢青衫	bqqs
不轻然诺	bqrn
避其锐气	bqrq
巴前算后	bqsh
豹群守护	bqsh
不切实际	bqsj
不求上进	bqsj
不求甚解	bqsj
不欺室漏	bqsl
冰清水冷	bqsl
别启生面	bqsm
抱椠书生	bqss
屏气慑息	bqsx
兵强士勇	bqsy
补阙拾遗	bqsy
不求上进	bquj
不求闻达	bqwd
不欺屋漏	bqwl
彼弃我取	bqwq
薄情无义	bqwy
不期修古	bqxg
变起萧墙	bqxq
抱屈衔冤	bqxy
冰清玉粹	bqyc
不求有功	bqyg
冰清玉骨	bqyg
背曲腰躬	bqyg
冰清玉洁	bqyj
冰清玉润	bqyr
背曲腰弯	bqyw
鼻青眼乌	bqyw
不屈意志	bqyz
鼻青眼紫	bqyz
鼻青眼肿	bqyz
不倾之地	bqzd
笔枪纸弹	bqzd
贝阙珠宫	bqzg
笔驱造化	bqzh
跋前疐后	bqzh
不迁之庙	bqzm
兵强则灭	bqzm
败群之马	bqzm
不器之器	bqzq
不情之请	bqzq
屏气咋舌	bqzs
杯圈之思	bqzs
并驱争先	bqzx
并容不悖	brbb
悖入悖出	brbc
并容徧覆	brbf
不忍不耐	brbn
勃然变色	brbs
不茹不吐	brbt
倍日并行	brbx
百人百姓	brbx
不仁不义	brby
不日不月	brby
勃然不悦	brby
百忍成金	brcj
百人传实	brcs
蚌肉大餐	brdc
勃然大怒	brdn
避人耳目	brem
并日而食	bres
百人附和	brfh
勃然奋励	brfl
别饶风趣	brfq
不容分诉	brfs
不容分说	brfs
白日飞升	brfs
髀肉复生	brfs
白日飞升	brfu
病人福音	brfy
炳如观火	brgh
炳若观火	brgh
病入膏肓	brgh
病染膏肓	brgh
不如归去	brgq
变容改俗	brgs
病入骨髓	brgs
蔽日干云	brgy
步人后尘	brhc
不入虎穴	brhx
白日见鬼	brjg
砭人肌骨	brjg
髀肉皆消	brjx
傍人篱壁	brlb
傍人篱落	brll
白热烈焰	brly
背若芒刺	brmc
傍人门户	brmh
并容偏覆	brpf
不仁起富	brqf
不任其烦	brqf
白日青天	brqt
宾入如归	brrg
炳如日星	brrx
炳若日星	brrx
不忍释卷	brsj
不辱使命	brsm
白日说梦	brsm
不忍释手	brss
白日上升	brss
白日升天	brst
不入时宜	brsy
逼人太甚	brts
罢软无为	brww
辨如悬河	brxh
辨若悬河	brxh
兵刃相接	brxj
兵戎相见	brxj
般若心经	brxj
巴人下里	brxl
避让贤路	brxl
白日绣衣	brxy
不染一尘	bryc
辨日炎凉	bryl
避人眼目	brym
白日衣绣	bryx
不容置辩	brzb
不忍卒读	brzd
不容置喙	brzh
白日做梦	brzm
拔刃张弩	brzn
不仁之器	brzq
不如自生	brzs
勃然作色	brzs
蔽日遮天	brzt
髀肉之叹	brzt
不容置疑	brzy
不让之责	brzz
变生不测	bsbc
比岁不登	bsbd
百思不得	bsbd
褒善贬恶	bsbe
不事边幅	bsbf
不守本分	bsbf
不死不活	bsbh
包山包海	bsbh
半死不活	bsbh
半死半活	bsbh
不衫不屦	bsbj
百思不解	bsbj
笨手笨脚	bsbj
不声不吭	bsbk
不上不落	bsbl
不塞不流	bsbl
不衫不履	bsbl
半丝半缕	bsbl
不生不灭	bsbm
白首北面	bsbm
百世不磨	bsbm
不声不气	bsbq
不三不四	bsbs
不僧不俗	bsbs
不死不生	bsbs
不生不死	bsbs
不胜杯杓	bsbs
半三不四	bsbs
半死半生	bsbs
半生不熟	bsbs
半生半死	bsbs
半生半熟	bsbs
半身不摄	bsbs
半身不遂	bsbs
边塞把手	bsbs
不上不下	bsbx
不声不响	bsbx
半上半下	bsbx
白首不渝	bsby
百世不易	bsby
百诵不厌	bsby
百顺百依	bsby
不胜杯酌	bsbz
不识不知	bsbz
比上不足	bsbz
半生尝胆	bscd
拔山超海	bsch
剥丝抽茧	bscj
白手成家	bscj
百舍重茧	bscj
百舍重趼	bscj
避世长袍	bscp
碑石长条	bsct
跋涉长途	bsct
鬓丝禅榻	bsct
杯水车薪	bscx
笔生春意	bscy
把素持斋	bscz
便失大道	bsdd
板上钉钉	bsdd
不识东家	bsdj
匕首打击	bsdj
百事大吉	bsdj
巴山度岭	bsdl
班师得胜	bsds
不伤大体	bsdt
不识大体	bsdt
博识多通	bsdt
博识多闻	bsdw
拔十得五	bsdw
背水而战	bsez
背水而阵	bsez
不爽分毫	bsfh
不识风色	bsfs
博硕肥腯	bsft
饱食丰衣	bsfy
不失圭撮	bsgc
杯蛇鬼车	bsgc
不识高低	bsgd
拔山扛鼎	bsgd
拔山杠鼎	bsgd
不少概见	bsgj
拔山盖世	bsgs
杯蛇弓影	bsgy
班师回朝	bshc
不识好歹	bshd
不爽毫发	bshf
班师回俯	bshf
比手画脚	bshj
不失毫厘	bshl
抱素怀朴	bshp
拔树撼山	bshs
暴食花鼠	bshs
白山黑水	bshs
百身何赎	bshs
白叟黄童	bsht
白首黄童	bsht
百事亨通	bsht
不识好恶	bshw
杯蛇幻影	bshy
抱素怀真	bshz
伴蒜加葱	bsjc
拔山举鼎	bsjd
被蓑救火	bsjh
不识斤两	bsjl
不识局面	bsjm
避世金门	bsjm
避世金马	bsjm
匕首技能	bsjn
备受艰难	bsjn
不事稼穑	bsjs
避世绝俗	bsjs
不识进退	bsjt
卑身贱体	bsjt
不失旧物	bsjw
杯水救薪	bsjx
白水鉴心	bsjx
避实击虚	bsjx
避实就虚	bsjx
不胜技痒	bsjy
博施济众	bsjz
背水结阵	bsjz
白色恐怖	bskb
白首空归	bskg
宝山空回	bskh
百事可乐	bskl
白手空拳	bskq
百身可赎	bsks
不识廉耻	bslc
半生潦倒	bsld
白说绿道	bsld
百世流芬	bslf
百世流芳	bslf
半死辣活	bslh
不甚了了	bsll
悲泗淋漓	bsll
豹死留皮	bslp
不爽累黍	bsls
冰释理顺	bsls
巴三揽四	bsls
杯水粒粟	bsls
逼上梁山	bsls
避世离俗	bsls
不上芦苇	bslw
半上落下	bslx
背生芒刺	bsmc
冰鲨墓地	bsmd
不食马肝	bsmg
不胜枚举	bsmj
百思莫解	bsmj
被苫蒙荆	bsmj
博士买驴	bsml
本盛末荣	bsmr
百身莫赎	bsms
背山面水	bsms
白水盟心	bsmx
鞭丝帽影	bsmy
搏砂弄汞	bsng
冰山难靠	bsnk
不涉你目	bsnm
冰山难恃	bsns
饱食暖衣	bsny
不涉你足	bsnz
宾斯匹德	bspd
不伤脾胃	bspw
不胜其弊	bsqb
悲伤憔悴	bsqc
不识起倒	bsqd
避世墙东	bsqd
不胜其忿	bsqf
不胜其烦	bsqf
匕首强化	bsqh
变身强化	bsqh
不识去就	bsqj
白手起家	bsqj
白首穷经	bsqj
笔扫千军	bsqj
背室弃家	bsqj
不胜其苦	bsqk
背山起楼	bsql
白首齐眉	bsqm
不胜其怒	bsqn
百岁千秋	bsqq
不胜其任	bsqr
拜手稽首	bsqs
百顺千随	bsqs
碧水青山	bsqs
卑身屈体	bsqt
碧水青天	bsqt
博识洽闻	bsqw
避世轻靴	bsqx
避俗趋新	bsqx
半身入土	bsrt
白首如新	bsrx
不识时变	bssb
抱首四窜	bssc
抱首鼠窜	bssc
跋山涉川	bssc
跋涉山川	bssc
辩说属辞	bssc
败俗伤风	bssf
拔树搜根	bssg
败俗伤化	bssh
不事生计	bssj
不失时机	bssj
白商素节	bssj
不失黍絫	bssl
北叟失马	bssm
冰山失势	bsss
巴山蜀水	bsss
跋山涉水	bsss
不识时务	bssw
拔十失五	bssw
百兽率舞	bssw
不适时宜	bssy
鼻塞声重	bssz
搬是挑非	bstf
白首同归	bstg
不受抬举	bstj
不识抬举	bstj
不上台盘	bstp
不识泰山	bsts
巴蛇吞象	bstx
不识痛痒	bsty
搏手无策	bswc
白首无成	bswc
百事无成	bswc
冰散瓦解	bswj
并世无两	bswl
病势尪羸	bswl
白首为郎	bswl
榜上无名	bswm
并世无双	bsws
背水为阵	bswz
不识羞耻	bsxc
拔树寻根	bsxg
不守小节	bsxj
不饰小节	bsxj
白手兴家	bsxj
不塞下流	bsxl
白首偕老	bsxl
碧丝项链	bsxl
屏声息气	bsxq
不识贤愚	bsxy
不甚轩轾	bsxz
白首相庄	bsxz
白首相知	bsxz
背施幸灾	bsxz
不识一丁	bsyd
冰山易倒	bsyd
变俗移风	bsyf
不食烟火	bsyh
碧水萦回	bsyh
变俗易教	bsyj
白首一节	bsyj
兵殇怨灵	bsyl
巴山越岭	bsyl
别树一旗	bsyq
谤书一箧	bsyq
变色易容	bsyr
百世一人	bsyr
暴屍于市	bsys
百死一生	bsys
杯水舆薪	bsyx
巴山夜雨	bsyy
百世姻缘	bsyy
败事有余	bsyy
不失一字	bsyz
不随以止	bsyz
别树一帜	bsyz
背水一战	bsyz
不世之材	bszc
不世之臣	bszc
冰山之春	bszc
不食之地	bszd
悲声载道	bszd
板上砸钉	bszd
搬是造非	bszf
不世之功	bszg
不赏之功	bszg
百岁之后	bszh
百岁之好	bszh
倍受尊敬	bszj
别生枝节	bszj
匕首专精	bszj
布素之交	bszj
搬石砸脚	bszj
杯水之敬	bszj
杯水之饯	bszj
不速之客	bszk
不世之略	bszl
班师振旅	bszl
百世之利	bszl
不善自谋	bszm
百岁之盟	bszm
白沙在涅	bszn
卜数只偶	bszo
百岁之秋	bszq
不胜之任	bszr
饱食终日	bszr
不失铢黍	bszs
不食周粟	bszs
伴食中书	bszs
百世之师	bszs
百舌之声	bszs
帮手主体	bszt
不识之无	bszw
匕首掌握	bszw
阪上走丸	bszw
不世之勋	bszx
不时之需	bszx
不胜之喜	bszx
伴食宰相	bszx
杯水之谢	bszx
白首之心	bszx
不世之业	bszy
不舍昼夜	bszy
变生肘腋	bszy
变色之言	bszy
暴腮之鱼	bszy
蔽伤之忧	bszy
不世之姿	bszz
不爽锱铢	bszz
悲伤沼泽	bszz
八抬八簇	btbc
变态百出	btbc
半推半就	btbj
半吐半露	btbl
冰炭不洽	btbq
不吐不茹	btbr
不疼不热	btbr
冰炭不容	btbr
冰炭不投	btbt
半吐半吞	btbt
半吞半吐	btbt
不痛不痒	btby
不贪不倚	btby
冰炭不言	btby
白头不终	btbz
鼻塌唇青	btcq
白兔赤乌	btcw
保泰持盈	btcy
抱头大哭	btdk
白头到老	btdl
不通吊庆	btdq
不同戴天	btdt
不通大体	btdt
半涂而罢	bteb
半途而废	btef
敝绨恶粟	btes
白头而新	btex
不通痾痒	btey
不同凡调	btfd
扳藤附葛	btfg
不同凡流	btfl
半糖夫妻	btfq
不同凡响	btfx
不同凡庸	btfy
标同伐异	btfy
布天盖地	btgd
摆头撼脑	bthn
百态横生	bths
豹头环眼	bthy
博通经籍	btjj
变贪厉薄	btlb
不同流俗	btls
遍体鳞伤	btls
本同末离	btml
悲天悯人	btmr
本同末异	btmy
北讨南征	btnz
奔腾澎湃	btpp
步态蹒跚	btps
波涛起伏	btqf
百态千娇	btqj
暴殄轻生	btqs
卑体屈已	btqy
暴跳如雷	btrl
白头如新	btrx
不同日月	btry
抱头鼠窜	btsc
不通世故	btsg
不通水火	btsh
笔头生花	btsh
冰蹄水井	btsj
不同天地	bttd
抱头痛哭	bttk
巴头探脑	bttn
冰炭同器	bttq
暴殄天物	bttw
不贪为宝	btwb
不通闻问	btww
冰炭相爱	btxa
白头相并	btxb
冰天雪地	btxd
抱痛西河	btxh
冰天雪窖	btxj
抱炭希凉	btxl
白头偕老	btxl
白头相守	btxs
冰炭相息	btxx
冰天雪窑	btxy
波涛汹涌	btxy
悲痛欲绝	btyj
补天浴日	btyr
簸土扬沙	btys
逋逃幽薮	btys
逋逃渊薮	btys
逋逃之臣	btzc
不腆之地	btzd
补天柱地	btzd
半途之废	btzf
并头之花	btzh
不腆之敬	btzj
不腆之酒	btzj
霸天之力	btzl
抱痛终身	btzs
逋逃之薮	btzs
白头之叹	btzt
鼻塌嘴歪	btzw
半天朱霞	btzx
不腆之仪	btzy
不挑之祖	btzz
不祧之宗	btzz
不祧之祖	btzz
笨手笨脚	bubj
板上钉钉	budd
不施粉黛	bufd
不胜枚举	bumj
跋山涉水	buuu
不着边际	bvbj
不侮暗室	bwas
半文不白	bwbb
半文半白	bwbb
并无不当	bwbd
百问不烦	bwbf
不猧不魀	bwbg
不舞不鹤	bwbh
兵为邦捍	bwbh
霸王别姬	bwbj
报往跋来	bwbl
敝帷不弃	bwbq
不文不武	bwbw
不闻不问	bwbw
博闻辩言	bwby
把玩不厌	bwby
百问不厌	bwby
半伪半真	bwbz
半文不值	bwbz
抱瓮出灌	bwcg
比物丑类	bwcl
兵无常势	bwcs
兵无常胜	bwcs
备位充数	bwcs
并无此事	bwcs
别无长物	bwcw
兵无常形	bwcx
比物此志	bwcz
博闻多见	bwdj
博物多识	bwds
博闻多识	bwds
博物多闻	bwdw
比屋而封	bwef
别无二致	bwez
别无分店	bwfd
捕网法术	bwfs
百万伏特	bwft
不为凡响	bwfx
霸王风月	bwfy
不忘沟壑	bwgh
不忘故旧	bwgj
抱瓮灌畦	bwgq
不为苟同	bwgt
抱瓮灌园	bwgy
白往黑归	bwhg
博闻闳览	bwhl
白往黑来	bwhl
白屋寒门	bwhm
不亡何时	bwhs
兵微将乏	bwjf
辨物居方	bwjf
兵微将寡	bwjg
百无禁忌	bwjj
不畏艰难	bwjn
比物假事	bwjs
秉文兼武	bwjw
秉文经武	bwjw
备位将相	bwjx
不忘久要	bwjy
博物君子	bwjz
比屋可封	bwkf
不务空名	bwkm
比屋可诛	bwkz
比物连类	bwll
百无聊赖	bwll
比屋连甍	bwlm
拨万论千	bwlq
鼻无梁柱	bwlz
百万买宅	bwmz
不为牛后	bwnh
不违农时	bwns
并威偶势	bwos
百痏千疮	bwqc
不问青黄	bwqh
博闻强记	bwqj
博物洽闻	bwqw
布袜青鞋	bwqx
不畏强御	bwqy
博闻强识	bwqz
不为戎首	bwrs
不外如是	bwru
百无所成	bwsc
百无是处	bwsc
薄雾山谷	bwsg
百无所忌	bwsj
八万四千	bwsq
博物通达	bwtd
不违天时	bwts
别无他物	bwtw
败瓦颓垣	bwty
变危为安	bwwa
不为瓦全	bwwq
把玩无厌	bwwy
不为小补	bwxb
不无小补	bwxb
百万雄兵	bwxb
薄物细故	bwxg
兵无血刃	bwxr
兵未血刃	bwxr
百万雄师	bwxs
百无一成	bwyc
百无一二	bwye
百无一堪	bwyk
博文约礼	bwyl
百无一漏	bwyl
百无一能	bwyn
卜微言轻	bwyq
不为已甚	bwys
百无一是	bwys
并为一谈	bwyt
摆尾摇头	bwyt
不妄言笑	bwyx
百无一用	bwyy
不问皂白	bwzb
抱蔓摘瓜	bwzg
不舞之鹤	bwzh
碧瓦朱甍	bwzm
不为畛畦	bwzq
兵闻拙速	bwzs
比物属事	bwzs
白屋之士	bwzs
不务正业	bwzy
白雪皑皑	bxaa
并行不悖	bxbb
笔削褒贬	bxbb
半笑半嗔	bxbc
不咸不淡	bxbd
边写边读	bxbd
不修边幅	bxbf
不修边疆	bxbj
不徐不疾	bxbj
不挟不矜	bxbj
半新不旧	bxbj
半新半旧	bxbj
并行不厉	bxbl
本相毕露	bxbl
百下百全	bxbq
本乡本土	bxbt
半信不信	bxbx
半羞半喜	bxbx
半信半疑	bxby
百下百着	bxbz
笔下春风	bxcf
不屑齿及	bxcj
冰雪聪明	bxcm
白箱测试	bxcs
笔下超生	bxcs
不虚此行	bxcx
标新创异	bxcy
保形插值	bxcz
博学多才	bxdc
彪形大汉	bxdh
兵相骀藉	bxdj
冰消冻解	bxdj
博学多记	bxdj
不羞当面	bxdm
博学多能	bxdn
冰消冻释	bxds
不习地土	bxdt
博学多闻	bxdw
碧血丹心	bxdx
褒贤遏恶	bxee
败兴而归	bxeg
不相妨碍	bxfa
婢学夫人	bxfr
不惜工本	bxgb
兵行诡道	bxgd
八仙过海	bxgh
兵销革偃	bxgy
博学宏才	bxhc
博学宏词	bxhc
博学鸿儒	bxhr
碧血红心	bxhx
不屑毁誉	bxhy
悲喜交并	bxjb
抱薪救焚	bxjf
不屑教诲	bxjh
抱薪救火	bxjh
悲喜交集	bxjj
悲喜兼集	bxjj
避凶就吉	bxjj
不朽军帽	bxjm
悲喜交切	bxjq
标新竞异	bxjy
悲喜交至	bxjz
饱学君子	bxjz
不袭窠臼	bxkj
本小利薄	bxlb
步雪履穿	bxlc
背乡离井	bxlj
鼻息雷鸣	bxlm
饱飨老拳	bxlq
笔下龙蛇	bxls
不相来往	bxlw
本小利微	bxlw
巴西利亚	bxly
拔新领异	bxly
标新立异	bxly
标新领异	bxly
白雪难和	bxnh
屏息凝神	bxns
婢膝奴颜	bxny
本性难移	bxny
禀性难移	bxny
抱薪趋火	bxqh
别寻蹊径	bxqj
摆袖却金	bxqj
避凶趋吉	bxqj
补罅葺漏	bxql
跛行千里	bxql
博学洽闻	bxqw
标新取异	bxqy
背信弃义	bxqy
败絮其中	bxqz
包羞忍耻	bxrc
鼻息如雷	bxrl
不省人事	bxrs
不恤人言	bxry
笔下生春	bxsc
笔下生花	bxsh
不徇私情	bxsq
不习水土	bxst
不朽手套	bxst
渤澥桑田	bxst
不晓世务	bxsw
博学审问	bxsw
不相上下	bxsx
不虚是行	bxsx
不相适应	bxsy
标新竖异	bxsy
班香宋艳	bxsy
避嫌守义	bxsy
拔辖投井	bxtj
帮闲偷懒	bxtl
并心同力	bxtl
博学通识	bxts
冰消瓦解	bxwj
不相往来	bxwl
冰消瓦离	bxwl
不相为谋	bxwm
变炫无穷	bxwq
不学无术	bxws
不学无识	bxws
冰消雾散	bxws
冰销雾散	bxws
不学无文	bxww
不相问闻	bxww
不学无知	bxwz
饱学秀才	bxxc
抱雪向火	bxxh
不修小节	bxxj
半线性集	bxxj
捕熊陷阱	bxxj
百晓星君	bxxj
避嚣习静	bxxj
冰消雪释	bxxs
比修消失	bxxs
勃谿相向	bxxx
步线行针	bxxz
不屑与齿	bxyc
不惜一辞	bxyc
白雪阳春	bxyc
不屑一顾	bxyg
冰心玉壶	bxyh
冰雪严寒	bxyh
冰心玉监	bxyj
变心易虑	bxyl
不徇颜面	bxym
冰心一片	bxyp
不屑一世	bxys
冰消云散	bxys
冰销叶散	bxys
笔下有铁	bxyt
不惜一语	bxyy
比下有余	bxyy
冰弦玉柱	bxyz
不屑置辩	bxzb
伯埙仲篪	bxzc
不朽之芳	bxzf
不朽之功	bxzg
奔相走告	bxzg
报效祖国	bxzg
兵燹之祸	bxzh
把薪助火	bxzh
不祥之金	bxzj
白苋紫茄	bxzj
包胥之哭	bxzk
帮闲钻懒	bxzl
不祥之木	bxzm
敝屣尊荣	bxzr
不肖子孙	bxzs
饱学之士	bxzs
不肖之徒	bxzt
兵凶战危	bxzw
不朽之勋	bxzx
拔犀擢象	bxzx
不祥之言	bxzy
宝相庄严	bxzy
不祥之兆	bxzz
不系之舟	bxzz
百依百从	bybc
褒衣博带	bybd
不夷不惠	bybh
必饮必敬	bybj
不瘖不聋	bybl
不依不饶	bybr
变颜变色	bybs
报应不爽	bybs
百依百随	bybs
百依百顺	bybs
百衣百随	bybs
百依百顺	bybu
半疑半信	bybx
鄙于不屑	bybx
鄙夷不屑	bybx
不因不由	byby
不言不语	byby
不阴不阳	byby
备预不虞	byby
卜夜卜昼	bybz
碧月宝珠	bybz
不遗寸草	bycc
不遗寸长	bycc
不遗尺寸	bycc
败于垂成	bycc
白云苍狗	bycg
白衣苍狗	bycg
抱有成见	bycj
鼻偃齿露	bycl
便宜从事	bycs
暴眼赤腮	bycs
保盈持泰	byct
白鱼赤乌	bycw
百业凋敝	bydb
不饮盗泉	bydq
拨云睹日	bydr
弊衣箪食	byds
别有洞天	bydt
步月登云	bydy
八音迭奏	bydz
白鱼登舟	bydz
不翼而飞	byef
不约而合	byeh
八音遏密	byem
不壹而三	byes
不约而同	byet
不言而信	byex
不药而愈	byey
不言而喻	byey
不一而止	byez
不一而足	byez
别有肺肠	byfc
贲育弗夺	byfd
背义负恩	byfe
不遗葑菲	byff
比翼分飞	byff
不义富贵	byfg
别有风趣	byfq
不由分说	byfs
百艺防身	byfs
别有风味	byfw
背义负信	byfx
别有风致	byfz
白云孤飞	bygf
不以规矩	bygj
伯牙鼓琴	bygq
白衣公卿	bygq
饱饫郇厨	byhc
暴雨护符	byhf
别易会难	byhn
不易乎世	byhs
别有会心	byhx
抱玉怀珠	byhz
奔轶绝尘	byjc
奔逸绝尘	byjc
毕雨箕风	byjf
饱扬饥附	byjf
不以介怀	byjh
鞭约近里	byjl
拨云见日	byjr
拨云见天	byjt
不遗巨细	byjx
伯牙绝弦	byjx
不以介意	byjy
必有近忧	byjy
碧玉戒指	byjz
碧玉矿洞	bykd
不虞匮乏	bykf
病由口入	bykr
不越雷池	bylc
悖言乱辞	bylc
包元履德	byld
捕影捞风	bylf
不亦乐乎	bylh
避影敛迹	bylj
鄙言累句	bylj
百样玲珑	byll
饱以老拳	bylq
布衣粝食	byls
敝衣粝食	byls
白眼狼王	bylw
拨云撩雨	byly
拨雨撩云	byly
比翼连枝	bylz
白银矛柄	bymb
半掩门儿	byme
布衣芒屩	bymj
秕言谬说	byms
捕影拿风	bynf
避影匿形	bynx
北辕南辙	bynz
抱有偏见	bypj
博引旁搜	byps
博引旁征	bypz
不厌其烦	byqf
比翼齐飞	byqf
败业倾家	byqj
别有乾坤	byqk
不远千里	byql
不一其人	byqr
布衣黔首	byqs
暴殒轻生	byqs
白云亲舍	byqs
白玉青丝	byqs
薄衣轻衫	byqs
不厌其详	byqx
不厌求详	byqx
白衣卿相	byqx
伯俞泣仗	byqz
别有人间	byrj
不因人热	byrr
不餍人望	byrw
白鱼入舟	byrz
北辕适楚	bysc
必有所成	bysc
不亦善夫	bysf
比翼双飞	bysf
半夜三更	bysg
杯影蛇弓	bysg
比翼双剑	bysj
白衣送酒	bysj
抱愚守迷	bysm
爆牙山猫	bysm
布衣碎片	bysp
布衣蔬食	byss
弊衣疏食	byss
报应甚速	byss
便宜施行	bysx
北辕适粤	bysy
臂有四肘	bysz
别有他肠	bytc
别有天地	bytd
败宇颓垣	byty
不以为耻	bywc
布衣韦带	bywd
背义忘恩	bywe
褒衣危冠	bywg
抱瑜握瑾	bywj
不远万里	bywl
不以为奇	bywq
不以为然	bywr
必有我师	byws
白玉微瑕	bywx
白玉无瑕	bywx
不以为意	bywy
扳辕卧辙	bywz
抱玉握珠	bywz
别有心肠	byxc
报怨雪耻	byxc
斑衣戏彩	byxc
蚌鹬相持	byxc
捕影系风	byxf
敝衣枵腹	byxf
别有心肝	byxg
败也萧何	byxh
闭月羞花	byxh
白眼相看	byxk
便宜行事	byxs
布衣雄世	byxs
白衣秀士	byxs
百业萧条	byxt
蚌鹬相争	byxz
必有一彪	byyb
必有一得	byyd
报怨以德	byyd
必有勇夫	byyf
不憖一老	byyl
不遗余力	byyl
不遗余虑	byyl
波涌云乱	byyl
不因一事	byys
必有一伤	byys
必有一失	byys
白玉映沙	byys
百样依顺	byys
不厌于详	byyx
别有用心	byyx
博弈犹贤	byyx
鬓影衣香	byyx
本原演绎	byyy
不易一字	byyz
报怨以直	byyz
不虞之变	byzb
不虞之备	byzb
秉要执本	byzb
不义之财	byzc
鲍鱼之次	byzc
不易之典	byzd
不易之地	byzd
不易之道	byzd
悲翼之地	byzd
不易之分	byzf
不预则废	byzf
伯玉知非	byzf
不言之化	byzh
蚌鹬争衡	byzh
兵已在颈	byzj
布衣之交	byzj
布衣之旧	byzj
不易之论	byzl
兵以诈立	byzl
必由之路	byzl
卑以自牧	byzm
必也正名	byzm
白玉之石	byzs
砭庸针俗	byzs
鲍鱼之肆	byzs
不言之听	byzt
别有滋味	byzw
不一致性	byzx
不虞之隙	byzx
布衣之雄	byzx
白蚁争穴	byzx
白衣宰相	byzx
不虞之誉	byzy
不言之言	byzy
贲育之勇	byzy
不由自主	byzz
俾夜作昼	byzz
不置褒贬	bzbb
百战百败	bzbb
百折不摧	bzbc
暴涨暴跌	bzbd
百战不殆	bzbd
不中不发	bzbf
百中百发	bzbf
边整边改	bzbg
备战备荒	bzbh
奔走不遑	bzbh
百折不回	bzbh
不着边际	bzbj
不知不觉	bzbj
半真半假	bzbj
百足不僵	bzbj
不折不扣	bzbk
不止不可	bzbk
不著不落	bzbl
卜宅卜邻	bzbl
比张比李	bzbl
百折不磨	bzbm
百折不挠	bzbn
不忮不求	bzbq
百折不屈	bzbq
不知不识	bzbs
不足不数	bzbs
不足比数	bzbs
本支百世	bzbs
本枝百世	bzbs
百战百胜	bzbs
笨嘴笨舌	bzbs
比众不同	bzbt
不做不休	bzbx
不止不行	bzbx
百治百效	bzbx
逼真毕肖	bzbx
逼真逼肖	bzbx
卜昼卜夜	bzby
百折不移	bzby
不知不罪	bzbz
卞庄刺虎	bzch
闭造出合	bzch
鼻中出火	bzch
不足齿及	bzcj
秉轴持钧	bzcj
哺糟啜醨	bzcl
不忮叉求	bzcq
包装拆器	bzcq
不足齿数	bzcs
不足采信	bzcx
不知丁董	bzdd
不知颠倒	bzdd
秉烛待旦	bzdd
不知端倪	bzdn
不知大体	bzdt
不知恩义	bzey
奔走风尘	bzfc
不知凡几	bzfj
版筑饭牛	bzfn
婢作夫人	bzfr
拔宅飞升	bzfs
不知分限	bzfx
奔走逢迎	bzfy
不主故常	bzgc
不足挂齿	bzgc
不知高低	bzgd
病在膏肓	bzgh
不中规狷	bzgj
不知甘苦	bzgk
病在骨髓	bzgs
百丈竿头	bzgt
不知高下	bzgx
不知合变	bzhb
抱柱含谤	bzhb
不知好歹	bzhd
不知何故	bzhg
奔走呼号	bzhh
不著痕迹	bzhj
暴征横敛	bzhl
薄祚寒门	bzhm
不知好歉	bzhq
败子回头	bzht
不在话下	bzhx
不足回旋	bzhx
抱罪怀瑕	bzhx
编造谎言	bzhy
白纸黑字	bzhz
璧坐玑驰	bzjc
不自矜伐	bzjf
白昼见鬼	bzjg
不知忌讳	bzjh
不着筋节	bzjj
不知纪极	bzjj
不著筋节	bzjj
不知就里	bzjl
抱赃叫屈	bzjq
避重就轻	bzjq
